assignment_id,employee_id,role_id,year_month,hours_worked,customer_id,earned_amount
1258,E0080,ROL006,2024-10,16,C016,496
1259,E0082,ROL001,2024-10,17.5,C001,770
1260,E0082,ROL001,2024-10,7.5,C050,330
1261,E0082,ROL001,2024-10,35,C001,1540
1262,E0083,ROL008,2024-10,12.5,C015,475
1263,E0083,ROL008,2024-10,10,C002,380
1264,E0083,ROL010,2024-10,10,C016,280
1265,E0083,ROL010,2024-10,36,C002,1008
1266,E0083,ROL010,2024-10,10,C014,280
1267,E0083,ROL010,2024-10,12,C005,336
1268,E0084,ROL001,2024-10,12.5,C005,550
1269,E0084,ROL001,2024-10,8,C005,352
1270,E0084,ROL001,2024-10,7,C014,308
1271,E0084,ROL006,2024-10,19.5,C008,604.5
1272,E0084,ROL006,2024-10,5,C021,155
1273,E0087,ROL001,2024-10,85.5,C005,3762
1274,E0087,ROL001,2024-10,71.5,C017,3146
1275,E0087,ROL001,2024-10,85.5,C001,3762
1276,E0087,ROL001,2024-10,42.5,C001,1870
1277,E0091,ROL009,2024-10,30,C005,720
1278,E0091,ROL009,2024-10,20,C025,480
1279,E0091,ROL009,2024-10,16.5,C006,396
1280,E0096,ROL003,2024-10,23.5,C020,752
1281,E0096,ROL003,2024-10,18.5,C002,592
1282,E0096,ROL003,2024-10,28,C002,896
1283,E0096,ROL003,2024-10,28,C001,896
1284,E0097,ROL002,2024-10,92,C002,2392
1285,E0100,ROL003,2024-10,8.5,C016,272
1286,E0104,ROL006,2024-10,24.5,C002,759.5
1287,E0104,ROL006,2024-10,13.5,C015,418.5
1288,E0104,ROL006,2024-10,20,C008,620
1289,E0105,ROL003,2024-10,71.5,C005,2288
1290,E0105,ROL003,2024-10,19.5,C016,624
1291,E0105,ROL006,2024-10,28.5,C039,883.5
1292,E0105,ROL006,2024-10,85.5,C001,2650.5
1293,E0105,ROL006,2024-10,35.5,C013,1100.5
1294,E0106,ROL001,2024-10,20,C008,880
1295,E0108,ROL001,2024-10,25.5,C034,1122
1296,E0108,ROL001,2024-10,64.5,C011,2838
1297,E0108,ROL001,2024-10,21.5,C012,946
1298,E0111,ROL006,2024-10,22.5,C013,697.5
1299,E0111,ROL006,2024-10,45,C011,1395
1300,E0111,ROL006,2024-10,18,C005,558
1301,E0112,ROL001,2024-10,33,C002,1452
1302,E0112,ROL001,2024-10,33,C001,1452
1303,E0112,ROL001,2024-10,55.5,C017,2442
1304,E0112,ROL001,2024-10,27.5,C006,1210
1305,E0114,ROL008,2024-10,11.5,C001,437
1306,E0114,ROL010,2024-10,12.5,C022,350
1307,E0115,ROL001,2024-10,9.5,C005,418
1308,E0115,ROL001,2024-10,9.5,C002,418
1309,E0115,ROL001,2024-10,14,C001,616
1310,E0115,ROL001,2024-10,14,C005,616
1311,E0117,ROL001,2024-10,52.5,C038,2310
1312,E0117,ROL001,2024-10,26,C002,1144
1313,E0117,ROL001,2024-10,52.5,C025,2310
1314,E0117,ROL004,2024-10,64,C005,1920
1315,E0117,ROL004,2024-10,32,C001,960
1316,E0117,ROL004,2024-10,14,C042,420
1317,E0118,ROL001,2024-10,27.5,C002,1210
1318,E0118,ROL001,2024-10,55,C001,2420
1319,E0118,ROL001,2024-10,18,C002,792
1320,E0119,ROL008,2024-10,17,C017,646
1321,E0119,ROL010,2024-10,16,C012,448
1322,E0119,ROL010,2024-10,29,C002,812
1323,E0119,ROL010,2024-10,19.5,C005,546
1324,E0119,ROL010,2024-10,58.5,C005,1638
1325,E0120,ROL001,2024-10,12,C001,528
1326,E0120,ROL001,2024-10,30.5,C014,1342
1327,E0120,ROL001,2024-10,24,C038,1056
1328,E0120,ROL006,2024-10,38.5,C002,1193.5
1329,E0120,ROL006,2024-10,25.5,C002,790.5
1330,E0120,ROL006,2024-10,77.5,C005,2402.5
1331,E0120,ROL006,2024-10,77.5,C002,2402.5
1332,E0001,ROL003,2024-11,38,C001,1254
1333,E0001,ROL003,2024-11,19,C001,627
1334,E0001,ROL006,2024-11,88.5,C002,2832
1335,E0001,ROL006,2024-11,74,C013,2368
1336,E0001,ROL006,2024-11,29.5,C001,944
1337,E0002,ROL002,2024-11,13.5,C009,364.5
1338,E0002,ROL002,2024-11,16,C036,432
1339,E0003,ROL008,2024-11,29,C002,1131
1340,E0003,ROL010,2024-11,51.5,C026,1493.5
1341,E0003,ROL010,2024-11,25.5,C002,739.5
1342,E0003,ROL010,2024-11,32,C017,928
1343,E0003,ROL010,2024-11,32,C010,928
1344,E0006,ROL001,2024-11,16.5,C005,742.5
1345,E0006,ROL001,2024-11,7,C028,315
1346,E0006,ROL001,2024-11,33,C001,1485
1347,E0007,ROL001,2024-11,51.5,C005,2317.5
1348,E0007,ROL008,2024-11,10.5,C017,409.5
1349,E0007,ROL008,2024-11,16,C018,624
1350,E0007,ROL008,2024-11,19.5,C005,760.5
1351,E0007,ROL008,2024-11,32.5,C017,1267.5
1352,E0007,ROL010,2024-11,51,C015,1479
1353,E0007,ROL010,2024-11,41,C027,1189
1354,E0007,ROL010,2024-11,61.5,C005,1783.5
1355,E0007,ROL010,2024-11,61.5,C001,1783.5
1356,E0008,ROL003,2024-11,15.5,C001,511.5
1357,E0008,ROL005,2024-11,7,C012,210
1358,E0008,ROL005,2024-11,5.5,C038,165
1359,E0008,ROL005,2024-11,22,C019,660
1360,E0010,ROL002,2024-11,29,C002,783
1361,E0011,ROL003,2024-11,32,C001,1056
1362,E0011,ROL003,2024-11,16,C001,528
1363,E0011,ROL003,2024-11,16,C002,528
1364,E0011,ROL003,2024-11,26.5,C015,874.5
1365,E0012,ROL008,2024-11,63,C002,2457
1366,E0012,ROL010,2024-11,70,C010,2030
1367,E0012,ROL010,2024-11,28,C001,812
1368,E0012,ROL010,2024-11,35,C012,1015
1369,E0012,ROL010,2024-11,70,C017,2030
1370,E0015,ROL001,2024-11,22,C016,990
1371,E0015,ROL001,2024-11,52.5,C005,2362.5
1372,E0015,ROL008,2024-11,55.5,C014,2164.5
1373,E0015,ROL008,2024-11,33,C001,1287
1374,E0019,ROL006,2024-11,28.5,C013,912
1375,E0019,ROL006,2024-11,68.5,C002,2192
1376,E0019,ROL006,2024-11,68.5,C005,2192
1377,E0019,ROL006,2024-11,45.5,C050,1456
1378,E0020,ROL008,2024-11,53.5,C002,2086.5
1379,E0020,ROL008,2024-11,17.5,C005,682.5
1380,E0020,ROL008,2024-11,14.5,C012,565.5
1381,E0020,ROL010,2024-11,27.5,C019,797.5
1382,E0020,ROL010,2024-11,22,C002,638
1383,E0020,ROL010,2024-11,66,C005,1914
1384,E0023,ROL003,2024-11,20,C001,660
1385,E0023,ROL003,2024-11,20,C002,660
1386,E0023,ROL003,2024-11,51,C010,1683
1387,E0023,ROL003,2024-11,40.5,C046,1336.5
1388,E0023,ROL006,2024-11,9,C007,288
1389,E0024,ROL001,2024-11,5,C049,225
1390,E0024,ROL004,2024-11,42.5,C016,1317.5
1391,E0024,ROL005,2024-11,19,C014,570
1392,E0024,ROL005,2024-11,34.5,C002,1035
1393,E0024,ROL005,2024-11,28.5,C017,855
1394,E0024,ROL005,2024-11,19,C013,570
1395,E0025,ROL001,2024-11,11,C005,495
1396,E0025,ROL001,2024-11,15,C030,675
1397,E0025,ROL001,2024-11,22.5,C002,1012.5
1398,E0025,ROL001,2024-11,22.5,C001,1012.5
1399,E0028,ROL001,2024-11,61,C005,2745
1400,E0028,ROL001,2024-11,34,C018,1530
1401,E0028,ROL001,2024-11,41,C001,1845
1402,E0029,ROL001,2024-11,21,C005,945
1403,E0029,ROL001,2024-11,42,C001,1890
1404,E0029,ROL001,2024-11,14,C001,630
1405,E0030,ROL001,2024-11,8.5,C002,382.5
1406,E0030,ROL001,2024-11,8.5,C027,382.5
1407,E0030,ROL001,2024-11,7,C015,315
1408,E0030,ROL001,2024-11,7,C019,315
1409,E0032,ROL001,2024-11,15.5,C032,697.5
1410,E0032,ROL003,2024-11,27,C002,891
1411,E0032,ROL003,2024-11,27,C001,891
1412,E0032,ROL003,2024-11,18,C005,594
1413,E0032,ROL003,2024-11,18,C002,594
1414,E0033,ROL009,2024-11,20.5,C005,512.5
1415,E0033,ROL009,2024-11,41,C050,1025
1416,E0035,ROL001,2024-11,37.5,C005,1687.5
1417,E0035,ROL001,2024-11,63,C008,2835
1418,E0035,ROL001,2024-11,75.5,C002,3397.5
1419,E0035,ROL008,2024-11,48,C005,1872
1420,E0035,ROL008,2024-11,13,C014,507
1421,E0035,ROL008,2024-11,16,C002,624
1422,E0035,ROL010,2024-11,14,C019,406
1423,E0035,ROL010,2024-11,42,C007,1218
1424,E0035,ROL010,2024-11,42,C009,1218
1425,E0037,ROL001,2024-11,36.5,C001,1642.5
1426,E0037,ROL001,2024-11,12,C005,540
1427,E0038,ROL008,2024-11,19.5,C017,760.5
1428,E0038,ROL008,2024-11,23,C001,897
1429,E0038,ROL010,2024-11,52.5,C011,1522.5
1430,E0038,ROL010,2024-11,42,C042,1218
1431,E0040,ROL001,2024-11,42,C009,1890
1432,E0041,ROL001,2024-11,33.5,C001,1507.5
1433,E0041,ROL001,2024-11,33.5,C005,1507.5
1434,E0042,ROL007,2024-11,28.5,C002,655.5
1435,E0042,ROL009,2024-11,19.5,C005,487.5
1436,E0042,ROL009,2024-11,10.5,C009,262.5
1437,E0042,ROL009,2024-11,19.5,C002,487.5
1438,E0043,ROL002,2024-11,17,C017,459
1439,E0043,ROL002,2024-11,17,C008,459
1440,E0043,ROL002,2024-11,30.5,C005,823.5
1441,E0043,ROL004,2024-11,9,C005,279
1442,E0043,ROL004,2024-11,6,C045,186
1443,E0044,ROL001,2024-11,47.5,C005,2137.5
1444,E0044,ROL001,2024-11,19.5,C018,877.5
1445,E0045,ROL008,2024-11,16,C019,624
1446,E0045,ROL010,2024-11,9.5,C001,275.5
1447,E0045,ROL010,2024-11,23.5,C020,681.5
1448,E0052,ROL003,2024-11,16.5,C002,544.5
1449,E0052,ROL006,2024-11,20.5,C005,656
1450,E0052,ROL006,2024-11,25.5,C018,816
1451,E0052,ROL006,2024-11,51,C016,1632
1452,E0057,ROL008,2024-11,35.5,C005,1384.5
1453,E0057,ROL008,2024-11,35.5,C005,1384.5
1454,E0057,ROL008,2024-11,35.5,C002,1384.5
1455,E0059,ROL003,2024-11,49.5,C006,1633.5
1456,E0059,ROL003,2024-11,24.5,C015,808.5
1457,E0060,ROL009,2024-11,56,C012,1400
1458,E0060,ROL009,2024-11,18.5,C018,462.5
1459,E0060,ROL009,2024-11,22.5,C005,562.5
1460,E0061,ROL008,2024-11,20.5,C001,799.5
1461,E0061,ROL008,2024-11,13.5,C047,526.5
1462,E0061,ROL008,2024-11,13.5,C046,526.5
1463,E0061,ROL010,2024-11,45.5,C002,1319.5
1464,E0061,ROL010,2024-11,30.5,C026,884.5
1465,E0061,ROL010,2024-11,22.5,C001,652.5
1466,E0064,ROL001,2024-11,41.5,C001,1867.5
1467,E0064,ROL006,2024-11,51,C018,1632
1468,E0064,ROL006,2024-11,61.5,C001,1968
1469,E0064,ROL006,2024-11,30.5,C001,976
1470,E0064,ROL006,2024-11,30.5,C001,976
1471,E0067,ROL001,2024-11,49,C007,2205
1472,E0067,ROL004,2024-11,42,C006,1302
1473,E0067,ROL004,2024-11,42,C009,1302
1474,E0068,ROL008,2024-11,48,C001,1872
1475,E0068,ROL010,2024-11,33.5,C001,971.5
1476,E0069,ROL001,2024-11,14,C002,630
1477,E0069,ROL001,2024-11,11.5,C018,517.5
1478,E0069,ROL001,2024-11,8,C007,360
1479,E0069,ROL001,2024-11,14,C001,630
1480,E0071,ROL003,2024-11,55,C039,1815
1481,E0071,ROL008,2024-11,65.5,C017,2554.5
1482,E0071,ROL008,2024-11,26,C002,1014
1483,E0072,ROL002,2024-11,18.5,C002,499.5
1484,E0072,ROL002,2024-11,15.5,C014,418.5
1485,E0072,ROL002,2024-11,37.5,C005,1012.5
1486,E0072,ROL002,2024-11,10,C007,270
1487,E0073,ROL001,2024-11,15,C020,675
1488,E0073,ROL001,2024-11,27.5,C005,1237.5
1489,E0073,ROL001,2024-11,18,C005,810
1490,E0073,ROL003,2024-11,16,C005,528
1491,E0073,ROL003,2024-11,16,C001,528
1492,E0073,ROL003,2024-11,16,C001,528
1493,E0075,ROL003,2024-11,16,C001,528
1494,E0075,ROL003,2024-11,32,C001,1056
1495,E0075,ROL003,2024-11,16,C005,528
1496,E0075,ROL006,2024-11,64.5,C034,2064
1497,E0076,ROL003,2024-11,26,C005,858
1498,E0076,ROL006,2024-11,15,C005,480
1499,E0077,ROL003,2024-11,22.5,C012,742.5
1500,E0079,ROL001,2024-11,44,C002,1980
1501,E0080,ROL005,2024-11,9,C002,270
1502,E0080,ROL005,2024-11,5,C017,150
1503,E0080,ROL005,2024-11,18.5,C005,555
1504,E0080,ROL005,2024-11,15.5,C015,465
1505,E0080,ROL006,2024-11,14.5,C006,464
1506,E0080,ROL006,2024-11,52,C001,1664
1507,E0080,ROL006,2024-11,11.5,C026,368
1508,E0082,ROL001,2024-11,17.5,C005,787.5
1509,E0082,ROL001,2024-11,14.5,C007,652.5
1510,E0082,ROL001,2024-11,11.5,C005,517.5
1511,E0082,ROL001,2024-11,7.5,C044,337.5
1512,E0083,ROL008,2024-11,9.5,C005,370.5
1513,E0083,ROL008,2024-11,6.5,C002,253.5
1514,E0083,ROL010,2024-11,7.5,C002,217.5
1515,E0083,ROL010,2024-11,7.5,C002,217.5
1516,E0084,ROL001,2024-11,6,C002,270
1517,E0084,ROL001,2024-11,6,C001,270
1518,E0084,ROL001,2024-11,1.5,C007,67.5
1519,E0084,ROL001,2024-11,6,C002,270
1520,E0084,ROL006,2024-11,46.5,C001,1488
1521,E0084,ROL006,2024-11,38.5,C016,1232
1522,E0084,ROL006,2024-11,31,C039,992
1523,E0084,ROL006,2024-11,25.5,C017,816
1524,E0087,ROL001,2024-11,31,C001,1395
1525,E0087,ROL001,2024-11,31,C001,1395
1526,E0091,ROL009,2024-11,32,C001,800
1527,E0091,ROL009,2024-11,32,C001,800
1528,E0091,ROL009,2024-11,21.5,C037,537.5
1529,E0096,ROL003,2024-11,16,C028,528
1530,E0097,ROL002,2024-11,20.5,C001,553.5
1531,E0100,ROL003,2024-11,35.5,C005,1171.5
1532,E0100,ROL003,2024-11,71.5,C005,2359.5
1533,E0100,ROL003,2024-11,71.5,C002,2359.5
1534,E0104,ROL006,2024-11,17.5,C014,560
1535,E0104,ROL006,2024-11,26.5,C019,848
1536,E0104,ROL006,2024-11,43,C024,1376
1537,E0105,ROL003,2024-11,14.5,C002,478.5
1538,E0105,ROL003,2024-11,14.5,C005,478.5
1539,E0105,ROL003,2024-11,12,C012,396
1540,E0105,ROL006,2024-11,47,C005,1504
1541,E0106,ROL001,2024-11,17.5,C023,787.5
1542,E0106,ROL001,2024-11,33.5,C008,1507.5
1543,E0106,ROL001,2024-11,80.5,C002,3622.5
1544,E0106,ROL001,2024-11,67,C006,3015
1545,E0108,ROL001,2024-11,4.5,C002,202.5
1546,E0108,ROL001,2024-11,3,C045,135
1547,E0108,ROL001,2024-11,2,C031,90
1548,E0108,ROL001,2024-11,2,C044,90
1549,E0111,ROL006,2024-11,37.5,C001,1200
1550,E0112,ROL001,2024-11,59.5,C002,2677.5
1551,E0112,ROL001,2024-11,20,C001,900
1552,E0112,ROL001,2024-11,30,C005,1350
1553,E0112,ROL001,2024-11,20,C041,900
1554,E0113,ROL003,2024-11,18.5,C002,610.5
1555,E0113,ROL003,2024-11,18.5,C001,610.5
1556,E0113,ROL003,2024-11,37.5,C043,1237.5
1557,E0113,ROL005,2024-11,9.5,C047,285
1558,E0113,ROL005,2024-11,6.5,C043,195
1559,E0113,ROL005,2024-11,9.5,C041,285
1560,E0114,ROL008,2024-11,9.5,C017,370.5
1561,E0114,ROL008,2024-11,17,C005,663
1562,E0114,ROL010,2024-11,11,C024,319
1563,E0114,ROL010,2024-11,25,C001,725
1564,E0114,ROL010,2024-11,25,C002,725
1565,E0115,ROL001,2024-11,30,C044,1350
1566,E0117,ROL001,2024-11,15,C007,675
1567,E0117,ROL001,2024-11,27.5,C005,1237.5
1568,E0117,ROL001,2024-11,18.5,C001,832.5
1569,E0117,ROL001,2024-11,18.5,C030,832.5
1570,E0117,ROL004,2024-11,18,C017,558
1571,E0117,ROL004,2024-11,43.5,C027,1348.5
1572,E0117,ROL004,2024-11,54.5,C017,1689.5
1573,E0117,ROL004,2024-11,14.5,C027,449.5
1574,E0118,ROL001,2024-11,40.5,C002,1822.5
1575,E0119,ROL008,2024-11,46,C002,1794
1576,E0119,ROL008,2024-11,23,C001,897
1577,E0119,ROL010,2024-11,48,C025,1392
1578,E0119,ROL010,2024-11,36,C002,1044
1579,E0119,ROL010,2024-11,24,C002,696
1580,E0120,ROL006,2024-11,31,C001,992
1581,E0120,ROL006,2024-11,15.5,C001,496
1582,E0001,ROL003,2024-12,21.5,C031,709.5
1583,E0001,ROL003,2024-12,21.5,C001,709.5
1584,E0001,ROL003,2024-12,54,C009,1782
1585,E0001,ROL006,2024-12,44,C002,1408
1586,E0002,ROL002,2024-12,15.5,C032,418.5
1587,E0003,ROL008,2024-12,67.5,C005,2632.5
1588,E0003,ROL010,2024-12,13.5,C007,391.5
1589,E0003,ROL010,2024-12,24.5,C005,710.5
1590,E0003,ROL010,2024-12,16,C005,464
1591,E0003,ROL010,2024-12,17.5,C010,507.5
1592,E0006,ROL001,2024-12,47,C005,2115
1593,E0006,ROL001,2024-12,94.5,C002,4252.5
1594,E0006,ROL001,2024-12,31.5,C001,1417.5
1595,E0006,ROL001,2024-12,47,C002,2115
1596,E0007,ROL001,2024-12,14,C002,630
1597,E0007,ROL001,2024-12,11.5,C009,517.5
1598,E0007,ROL001,2024-12,17.5,C012,787.5
1599,E0007,ROL001,2024-12,21.5,C002,967.5
1600,E0007,ROL008,2024-12,35,C001,1365
1601,E0007,ROL008,2024-12,29,C015,1131
1602,E0007,ROL010,2024-12,103,C002,2987
1603,E0007,ROL010,2024-12,51.5,C001,1493.5
1604,E0008,ROL003,2024-12,12,C005,396
1605,E0008,ROL003,2024-12,37,C002,1221
1606,E0008,ROL005,2024-12,29,C008,870
1607,E0010,ROL002,2024-12,17.5,C032,472.5
1608,E0011,ROL003,2024-12,39.5,C015,1303.5
1609,E0011,ROL003,2024-12,47.5,C001,1567.5
1610,E0011,ROL003,2024-12,19.5,C017,643.5
1611,E0012,ROL008,2024-12,49.5,C044,1930.5
1612,E0012,ROL008,2024-12,24.5,C002,955.5
1613,E0012,ROL008,2024-12,24.5,C001,955.5
1614,E0012,ROL010,2024-12,37,C005,1073
1615,E0012,ROL010,2024-12,24.5,C002,710.5
1616,E0012,ROL010,2024-12,24.5,C002,710.5
1617,E0013,ROL006,2024-12,6,C002,192
1618,E0015,ROL001,2024-12,53,C001,2385
1619,E0015,ROL001,2024-12,26.5,C002,1192.5
1620,E0015,ROL001,2024-12,53,C005,2385
1621,E0015,ROL008,2024-12,69,C001,2691
1622,E0015,ROL008,2024-12,34.5,C005,1345.5
1623,E0015,ROL008,2024-12,23,C002,897
1624,E0015,ROL008,2024-12,28.5,C016,1111.5
1625,E0019,ROL003,2024-12,19,C005,627
1626,E0019,ROL006,2024-12,9.5,C025,304
1627,E0019,ROL006,2024-12,14.5,C046,464
1628,E0019,ROL006,2024-12,44,C002,1408
1629,E0019,ROL006,2024-12,14.5,C001,464
1630,E0020,ROL008,2024-12,24.5,C018,955.5
1631,E0020,ROL008,2024-12,89,C001,3471
1632,E0020,ROL008,2024-12,89,C001,3471
1633,E0020,ROL010,2024-12,36,C024,1044
1634,E0020,ROL010,2024-12,15,C007,435
1635,E0020,ROL010,2024-12,36,C040,1044
1636,E0023,ROL003,2024-12,19.5,C010,643.5
1637,E0023,ROL003,2024-12,15,C006,495
1638,E0023,ROL003,2024-12,10,C007,330
1639,E0023,ROL003,2024-12,12,C036,396
1640,E0023,ROL006,2024-12,30,C001,960
1641,E0023,ROL006,2024-12,45,C001,1440
1642,E0023,ROL006,2024-12,45,C002,1440
1643,E0024,ROL001,2024-12,16.5,C001,742.5
1644,E0024,ROL004,2024-12,16,C005,496
1645,E0024,ROL005,2024-12,41,C042,1230
1646,E0024,ROL005,2024-12,62,C002,1860
1647,E0024,ROL005,2024-12,62,C002,1860
1648,E0028,ROL001,2024-12,32.5,C014,1462.5
1649,E0028,ROL001,2024-12,39,C002,1755
1650,E0028,ROL001,2024-12,26,C001,1170
1651,E0029,ROL001,2024-12,33.5,C002,1507.5
1652,E0030,ROL001,2024-12,30,C001,1350
1653,E0032,ROL001,2024-12,9.5,C008,427.5
1654,E0032,ROL001,2024-12,11.5,C005,517.5
1655,E0032,ROL001,2024-12,5,C044,225
1656,E0032,ROL001,2024-12,7.5,C002,337.5
1657,E0032,ROL003,2024-12,19,C002,627
1658,E0032,ROL003,2024-12,29,C001,957
1659,E0032,ROL003,2024-12,24,C008,792
1660,E0033,ROL009,2024-12,29,C012,725
1661,E0033,ROL009,2024-12,15.5,C050,387.5
1662,E0033,ROL009,2024-12,23,C001,575
1663,E0035,ROL001,2024-12,40.5,C036,1822.5
1664,E0035,ROL001,2024-12,13.5,C037,607.5
1665,E0035,ROL008,2024-12,56,C002,2184
1666,E0035,ROL008,2024-12,56,C005,2184
1667,E0035,ROL010,2024-12,59,C008,1711
1668,E0035,ROL010,2024-12,15.5,C035,449.5
1669,E0035,ROL010,2024-12,19.5,C020,565.5
1670,E0036,ROL003,2024-12,46,C008,1518
1671,E0036,ROL003,2024-12,18.5,C005,610.5
1672,E0036,ROL003,2024-12,55.5,C001,1831.5
1673,E0037,ROL001,2024-12,20,C020,900
1674,E0037,ROL001,2024-12,24,C002,1080
1675,E0037,ROL001,2024-12,73,C002,3285
1676,E0037,ROL001,2024-12,24,C002,1080
1677,E0038,ROL008,2024-12,30.5,C020,1189.5
1678,E0038,ROL008,2024-12,16,C030,624
1679,E0038,ROL008,2024-12,36.5,C001,1423.5
1680,E0038,ROL008,2024-12,73.5,C005,2866.5
1681,E0038,ROL010,2024-12,56,C002,1624
1682,E0040,ROL001,2024-12,17,C005,765
1683,E0040,ROL001,2024-12,17,C027,765
1684,E0040,ROL001,2024-12,26,C002,1170
1685,E0040,ROL001,2024-12,52,C002,2340
1686,E0041,ROL001,2024-12,96,C002,4320
1687,E0041,ROL001,2024-12,26.5,C013,1192.5
1688,E0042,ROL007,2024-12,20,C005,460
1689,E0042,ROL007,2024-12,20,C005,460
1690,E0042,ROL007,2024-12,50,C012,1150
1691,E0042,ROL007,2024-12,30,C001,690
1692,E0042,ROL009,2024-12,28.5,C001,712.5
1693,E0042,ROL009,2024-12,28.5,C005,712.5
1694,E0042,ROL009,2024-12,11.5,C014,287.5
1695,E0043,ROL002,2024-12,34,C005,918
1696,E0043,ROL002,2024-12,68.5,C002,1849.5
1697,E0043,ROL004,2024-12,17.5,C002,542.5
1698,E0044,ROL001,2024-12,15,C001,675
1699,E0045,ROL008,2024-12,30.5,C001,1189.5
1700,E0045,ROL008,2024-12,30.5,C005,1189.5
1701,E0045,ROL010,2024-12,9.5,C007,275.5
1702,E0045,ROL010,2024-12,11.5,C002,333.5
1703,E0052,ROL003,2024-12,23,C002,759
1704,E0052,ROL006,2024-12,21,C025,672
1705,E0052,ROL006,2024-12,55,C026,1760
1706,E0052,ROL006,2024-12,31.5,C001,1008
1707,E0052,ROL006,2024-12,31.5,C002,1008
1708,E0057,ROL008,2024-12,30.5,C001,1189.5
1709,E0057,ROL010,2024-12,17.5,C042,507.5
1710,E0057,ROL010,2024-12,39,C001,1131
1711,E0059,ROL003,2024-12,41,C005,1353
1712,E0059,ROL003,2024-12,82.5,C001,2722.5
1713,E0059,ROL003,2024-12,41,C005,1353
1714,E0060,ROL009,2024-12,54,C005,1350
1715,E0060,ROL009,2024-12,15,C012,375
1716,E0060,ROL009,2024-12,18,C002,450
1717,E0060,ROL009,2024-12,15,C018,375
1718,E0061,ROL008,2024-12,17,C005,663
1719,E0061,ROL008,2024-12,11,C002,429
1720,E0061,ROL010,2024-12,21.5,C020,623.5
1721,E0061,ROL010,2024-12,21.5,C015,623.5
1722,E0061,ROL010,2024-12,32.5,C018,942.5
1723,E0061,ROL010,2024-12,26,C031,754
1724,E0064,ROL001,2024-12,14.5,C005,652.5
1725,E0064,ROL001,2024-12,37,C007,1665
1726,E0064,ROL001,2024-12,44.5,C002,2002.5
1727,E0064,ROL006,2024-12,70.5,C005,2256
1728,E0064,ROL006,2024-12,70.5,C001,2256
1729,E0067,ROL001,2024-12,14.5,C002,652.5
1730,E0067,ROL001,2024-12,44.5,C002,2002.5
1731,E0067,ROL001,2024-12,14.5,C005,652.5
1732,E0067,ROL001,2024-12,22,C002,990
1733,E0067,ROL004,2024-12,30.5,C007,945.5
1734,E0067,ROL004,2024-12,73.5,C001,2278.5
1735,E0067,ROL004,2024-12,24.5,C002,759.5
1736,E0068,ROL008,2024-12,28,C001,1092
1737,E0068,ROL008,2024-12,56,C002,2184
1738,E0068,ROL008,2024-12,18.5,C001,721.5
1739,E0068,ROL008,2024-12,15.5,C017,604.5
1740,E0068,ROL010,2024-12,52,C022,1508
1741,E0069,ROL001,2024-12,23,C007,1035
1742,E0069,ROL001,2024-12,23,C015,1035
1743,E0071,ROL003,2024-12,48.5,C001,1600.5
1744,E0071,ROL003,2024-12,13.5,C007,445.5
1745,E0071,ROL008,2024-12,40,C016,1560
1746,E0072,ROL002,2024-12,11.5,C005,310.5
1747,E0072,ROL002,2024-12,35,C005,945
1748,E0072,ROL002,2024-12,11.5,C001,310.5
1749,E0073,ROL001,2024-12,54.5,C018,2452.5
1750,E0073,ROL003,2024-12,16,C010,528
1751,E0073,ROL003,2024-12,14.5,C005,478.5
1752,E0073,ROL003,2024-12,14.5,C002,478.5
1753,E0075,ROL003,2024-12,19.5,C018,643.5
1754,E0075,ROL006,2024-12,137.5,C005,4400
1755,E0075,ROL006,2024-12,57,C016,1824
1756,E0075,ROL006,2024-12,38,C013,1216
1757,E0076,ROL003,2024-12,24,C020,792
1758,E0076,ROL003,2024-12,8,C019,264
1759,E0076,ROL003,2024-12,24,C009,792
1760,E0077,ROL003,2024-12,23,C009,759
1761,E0077,ROL003,2024-12,41,C001,1353
1762,E0079,ROL001,2024-12,64.5,C029,2902.5
1763,E0079,ROL001,2024-12,24.5,C005,1102.5
1764,E0080,ROL005,2024-12,53.5,C005,1605
1765,E0080,ROL006,2024-12,24.5,C002,784
1766,E0080,ROL006,2024-12,13.5,C006,432
1767,E0083,ROL008,2024-12,14,C014,546
1768,E0083,ROL010,2024-12,38,C002,1102
1769,E0084,ROL001,2024-12,10.5,C001,472.5
1770,E0084,ROL006,2024-12,23,C001,736
1771,E0084,ROL006,2024-12,70,C005,2240
1772,E0084,ROL006,2024-12,15.5,C036,496
1773,E0084,ROL006,2024-12,70,C001,2240
1774,E0087,ROL001,2024-12,25,C002,1125
1775,E0089,ROL001,2024-12,57.5,C001,2587.5
1776,E0089,ROL001,2024-12,38.5,C002,1732.5
1777,E0091,ROL009,2024-12,18.5,C035,462.5
1778,E0091,ROL009,2024-12,28,C001,700
1779,E0096,ROL003,2024-12,12,C002,396
1780,E0096,ROL003,2024-12,10,C013,330
1781,E0097,ROL002,2024-12,17,C001,459
1782,E0097,ROL002,2024-12,43,C008,1161
1783,E0097,ROL002,2024-12,25.5,C001,688.5
1784,E0097,ROL002,2024-12,25.5,C005,688.5
1785,E0100,ROL003,2024-12,32.5,C002,1072.5
1786,E0100,ROL003,2024-12,49,C001,1617
1787,E0100,ROL003,2024-12,32.5,C005,1072.5
1788,E0100,ROL003,2024-12,32.5,C042,1072.5
1789,E0104,ROL006,2024-12,24.5,C020,784
1790,E0105,ROL003,2024-12,61.5,C005,2029.5
